description,poster,rating,title,votes
"Tanukichi Okuma is roped into joining an obscene terrorist organization bent on the destruction of everything that his new school stands for, the most prestigious public morals school.","https://m.media-amazon.com/images/M/MV5BMjIzOTkwNTctZGYyNy00MDAxLWFkZjItN2ZiMjA4YzA3MTRhXkEyXkFqcGdeQXVyMTM0NDkxNDIz._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,Shimoneta to Iu gainen ga sonzai shinai taikutsu na sekai,2K
"Third-year high school student Koyomi Araragi is human again. Cured of his vampirism, he seeks to help other supernaturals with their problems. Koyomi becomes involved in their lives, revealing secrets in people he once knew.","https://m.media-amazon.com/images/M/MV5BYTNlMWFmYjQtM2E2ZC00ZDEwLWI1NjktY2MxMmJkYzNkMzkzXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.0,Bakemonogatari,5K
"Various people, especially two rising commanders, cope with a massive continual space conflict between two interstellar nations.","https://m.media-amazon.com/images/M/MV5BNDliMmFjMWEtYTFjZi00NzdlLWI5MjEtNWMxMWQxOTg3YmI2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,2,190,281_.jpg",9.0,Ginga eiyû densetsu,3K
"Iconoclastic Adam Conover from CollegeHumor turns life as we know it on its ear by showing us how unnecessary, and sometimes horrible, things we think we know to be real and true really are.","https://m.media-amazon.com/images/M/MV5BMTEyNzQyNzQyNjJeQTJeQWpwZ15BbWU4MDEwMjIyOTYx._V1_QL75_UY281_CR1,0,190,281_.jpg",7.9,Adam Ruins Everything,6.5K
An updated iteration of the classic Looney Tunes characters focusing on their satirical misadventures living in suburbia.,"https://m.media-amazon.com/images/M/MV5BNWY4MGFjNjUtMGZlYS00YzJhLTliZGQtMDExZjJjYThhMmJmXkEyXkFqcGdeQXVyNjg3MDM4Mzc@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.5,The Looney Tunes Show,15K
"A group of seven mages gets chosen to become masters of seven classes of heroic spirits, in order to fight and win the Holy Grail.","https://m.media-amazon.com/images/M/MV5BOTg5ZjI5ZTAtOWE2OS00MjY4LWI4ZDQtMzEzMDY4MTgzYWJlXkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.0,Fate/stay night: Unlimited Blade Works,7K
"A normal young deliveryman Li Yunxiang, though coming from the slum area, is living a satisfying life but when the arrogant wealthy son of Boss beats him down, his deep anger turns into a blast of Truth Fire.","https://m.media-amazon.com/images/M/MV5BZmU0ZTQ1OWYtOTcyMi00OWVmLWJkNmEtY2I5OGEwYTJmM2Q1XkEyXkFqcGdeQXVyNDM1Nzc0MTI@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.9,Xin shen bang: Ne Zha chong sheng,2.5K
"An outcast Husky risks his life with other sled dogs to prevent a deadly epidemic from ravaging Nome, Alaska.","https://m.media-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,7,190,281_.jpg",7.1,Balto,42K
The futuristic adventures of a female cyborg counter intelligence agent and her support team.,"https://m.media-amazon.com/images/M/MV5BZWQxZDhiNGEtYmRhYy00OGUxLThhYTMtNjUzMjY0YzhiYjU3XkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_QL75_UY281_CR11,0,190,281_.jpg",8.5,Kôkaku kidôtai: Stand Alone Complex,19K
"After Lucas Nickle floods an ant colony with his water gun, he's magically shrunken down to insect size and sentenced to hard labor in the ruins.","https://m.media-amazon.com/images/M/MV5BMjE2OTYwMzQzNl5BMl5BanBnXkFtZTcwNDM1MjMzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.8,The Ant Bully,38K
A series of horrible sudden deaths keep happening to a group of creatures caused by themselves doing the most stupid things.,"https://m.media-amazon.com/images/M/MV5BMzRiMjRkNDYtNjNmZC00MTQwLThjNGQtZDEzZDA0OWVlOWUxXkEyXkFqcGdeQXVyMjAxODI1Nzk@._V1_QL75_UY281_CR14,0,190,281_.jpg",7.0,Happy Tree Friends,17K
Mad scientist Okabe struggles to recover from past failure and tests a new artificial intelligence,"https://m.media-amazon.com/images/M/MV5BYmJhMDYzYzMtNTVlZS00MzgwLWE3ZjAtN2FhZTBlOGQzZmFmXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.4,Steins;Gate 0,7.1K
"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.","https://m.media-amazon.com/images/M/MV5BNTE5NzMxNzkwNl5BMl5BanBnXkFtZTgwOTQ0Nzk5NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.1,The Peanuts Movie,44K
"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.","https://m.media-amazon.com/images/M/MV5BODFkMjE5YzAtMDFkOC00ZDNhLTkwNmQtODk1Y2VhNThlNWJhXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_QL75_UX190_CR0,7,190,281_.jpg",6.4,Aladdin and the King of Thieves,34K
Enter the land of Tinker Bell and her four best fairy friends.,"https://m.media-amazon.com/images/M/MV5BOWQzNTVmZDgtNzcwYi00YzY1LTllNzgtNjA0N2QwNTRlOTFmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.8,Tinker Bell,13K
"Teen genius Hiro Hamada, Baymax the robot, and their friends defend the city of San Fransokyo as superheroes.","https://m.media-amazon.com/images/M/MV5BMjE5OTQyMDg3NV5BMl5BanBnXkFtZTgwNjMxODg5ODE@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.2,Big Hero 6: The Series,1.8K
"In this ""romantic comedy but sometimes serious magical school story,"" life as Arata Kasuga knows it is wiped out by a bizarre incident known as ""Collapse Phenomenon,"" which causes worldwide destruction and takes his cousin Hijiri Kasuga to the next world. To resolve the ""Collapse Phenomenon"" and bring back Hijiri, Arata enrolls in the Royal Biblia Academy. Waiting in ...","https://m.media-amazon.com/images/M/MV5BYWQzNDc0NTktOWU2OC00MGMwLTgwYWQtMTc5OTU3NDhmOWYzL2ltYWdlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.8,Trinity Seven: 7-nin No Masho Tsukai,1.9K
"Craig of the Creek follows a young boy, Craig, and his two friends, Kelsey and JP, as they go on adventures within a world of untamed, kid-dominated wilderness in the creek.","https://m.media-amazon.com/images/M/MV5BNDdkNzA1NmQtNWZiNS00NWYyLWFmNzYtOTcwNjJmN2VjNDMxXkEyXkFqcGdeQXVyODQzMjA3OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.3,Craig of the Creek,1.7K
Baloo the Bear from The Jungle Book (1967) is cast as a 1930s Pacific Islands bush pilot.,"https://m.media-amazon.com/images/M/MV5BMTRhZjAzODItZmQ0ZC00OWY4LThiOWItODI1YTQ0M2IzNjhlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.6,TaleSpin,14K
"The Justice Society of America, a group of heroes aiding the allies in World War 2, acquire an ally from the future who sends them on an adventure that changes history.","https://m.media-amazon.com/images/M/MV5BMjQ4Njk5ODMtNjZhMC00OTRjLTg3NzktYjViNmE1ZWE5MzhlXkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_QL75_UX190_CR0,0,190,281_.jpg",6.4,Justice Society: World War II,5.1K
A demon mage reincarnates into the body of his descendant hoping to find an era where he can have some peace and quiet. He ends up going to a school run by his significantly weaker descendants.,"https://m.media-amazon.com/images/M/MV5BNzUwNzc0NTEtOTdhMi00NmQ2LWI2NGUtZWU0Yzc3MWViOGRhXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.3,Mao Gakuin no Futekigosha,2K
"Hotaru is rescued by a spirit when she gets lost in a forest as a child. The two become friends, despite the spirit revealing that he will disappear if he is ever touched by a human.","https://m.media-amazon.com/images/M/MV5BM2FkZjM5ODUtMGM0OC00ZTk2LWFjZDYtNmIzMGRhZWY0MjExXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.9,Hotarubi no mori e,16K
"Under constant attack by Angels, NERV introduces two new pilots: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Parallel to the incursion, Gendo Ikari and SEELE proceed the secret project that involves both Rei and Shinji.","https://m.media-amazon.com/images/M/MV5BMDQyMTM0NGQtNmIwNy00ZDRlLWFlZTItY2UyNmNkNDI2MGVlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.0,Evangerion shin gekijôban: Ha,19K
"Ryuji Takasu lives in a falling down house with his mother, and although being a nice guy is cursed with the evil look of his father causing people to avoid him. Taiga Aisaka is a tiny,self centered and unexpectedly strong girl who lives in a new apartment next to Ryuji but has no idea how to take care of herself. Ryuji looks after her,cooking and cleaning for her and...","https://m.media-amazon.com/images/M/MV5BNWEwMjE2MjQtZTQ3NC00OTUxLWEwMWUtMThjZjg4Zjc5ZDYwXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.0,Toradora!,13K
"Follow up to Son of Bigfoot: Father uses his new fame to fight against an Alaska oil company but when he disappears the son, the mother, a raccoon and a bear head North to rescue him.","https://m.media-amazon.com/images/M/MV5BMjNkYjUzODItNGM3ZS00Y2JjLWI2OTUtZjZmYjkzZTQzMTdmXkEyXkFqcGdeQXVyNjYxNzY5MjE@._V1_QL75_UY281_CR11,0,190,281_.jpg",5.8,Bigfoot Family,2.3K
"In a reboot of the classic TV series, a younger Thomas The Tank Engine goes on adventures with all of his friends, as they work on The Island Of Sodor.","https://m.media-amazon.com/images/M/MV5BYzYzMmFhNTUtZDZkYy00YThjLTk0ZjYtZWQwYTliNGMzYjhjXkEyXkFqcGdeQXVyNTU0MTE4NjY@._V1_QL75_UY281_CR20,0,190,281_.jpg",1.6,Thomas & Friends: All Engines Go!,220
Stuart and Snowbell set out across town to rescue a friend.,"https://m.media-amazon.com/images/M/MV5BMTYyNDg0Njc2Nl5BMl5BanBnXkFtZTYwMDc3NzQ3._V1_QL75_UX190_CR0,1,190,281_.jpg",5.5,Stuart Little 2,52K
"A Japanese conman crosses paths with a French rival, and gets entangled in conspiracies and scams beyond his wildest dreams.","https://m.media-amazon.com/images/M/MV5BNjk0MzAxY2YtYzIwNy00NWM4LWI4MDctM2YyYWYzZjJiNDE5XkEyXkFqcGdeQXVyNzQzNDM3NTI@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.0,Great Pretender,3.8K
"""Vampirina"" tells the story of a young vampire girl who faces the joys and trials of being the new kid in town when her family moves from Transylvania to Pennsylvania.","https://m.media-amazon.com/images/M/MV5BMWNjMzBjODMtZDMyYS00NjhiLTk5OTQtZWJiMzk3NmZiNWFlXkEyXkFqcGdeQXVyMTgxMjYxOQ@@._V1_QL75_UY281_CR104,0,190,281_.jpg",6.6,Vampirina,758
"100% Wolf centers on Freddy Lupin, heir to a proud family line of werewolves. Positive he'll become the most fearsome werewolf ever, Freddy is in for a shock when his first ""warfing"" goes awry, turning him into a ferocious - poodle.","https://m.media-amazon.com/images/M/MV5BYmRiYTM3ZGMtNzA1Yy00OWQ1LWE2ZGEtZTRiYzYyZDZjYWYwXkEyXkFqcGdeQXVyMjMwODE4ODI@._V1_QL75_UY281_CR3,0,190,281_.jpg",5.7,100% Wolf,1.3K
"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.","https://m.media-amazon.com/images/M/MV5BYzQxNDZhNDUtNDUwOC00NjQyLTg2OWUtZWVlYThjYjYyMTc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.1,Ôkami kodomo no Ame to Yuki,42K
The Flash finds himself in a war torn alternate timeline and teams up with alternate versions of his fellow heroes to return home and restore the timeline.,"https://m.media-amazon.com/images/M/MV5BMTgwNTljYzgtOTU3ZC00ZjhhLTk0YzItY2RiMWU0MGZlNzFjL2ltYWdlXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR3,0,190,281_.jpg",8.1,Justice League: The Flashpoint Paradox,48K
"When Kiyotaka enters an elite government-sponsored high school, he finds out just how merit-based this education system is.","https://m.media-amazon.com/images/M/MV5BYzk0YTdlNGQtNzNiYy00MmM4LTk0YmQtYmNlNWQ2MjlkMTQ3XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.6,Classroom of the Elite,3.3K
"After discovering that he's the son of Satan, a young man must join the True Cross Academy in order to master his abilities and defeat Satan himself.","https://m.media-amazon.com/images/M/MV5BNjYyMjhiNTYtN2M3Yy00NTlhLWJkMmEtMzVhOGEyMzNjNTNhXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.5,Ao no ekusoshisuto,12K
"An animated series based on the popular Dr. Seuss story ""Green Eggs and Ham.""","https://m.media-amazon.com/images/M/MV5BYmQ4YTg1OTMtMjMzZi00MGJhLWJhOTAtMWRjNWIzMmU0NWQwXkEyXkFqcGdeQXVyMTIwMjk5NTky._V1_QL75_UY281_CR0,0,190,281_.jpg",8.2,Green Eggs and Ham,2.2K
"It was just a usual morning. Akira Shiroyanagi, a high schooler who loves games and Konpeito (Japanese sweets), has suddenly been dragged into a battlefield by a mysterious girl who calls herself Mion. The participants are told that they are ""erased from the family register, involved in an experiment, and gained certain powers"". Akira is determined to win the game wit...","https://m.media-amazon.com/images/M/MV5BM2NkYTM0MWItYTQ3YS00MjlkLWIzN2EtYjI0NTU1NDgzY2EyXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.8,Deatte 5 Byou de Battle,228
"At a music camp for gifted teens, a popular teen idol overhears a girl singing and sets out to find who the talented voice belongs to. What he doesn't know is that the girl is actually a camp kitchen worker with a fear of being heard.","https://m.media-amazon.com/images/M/MV5BZGMwMDdjYWEtZTk2NC00YmUyLTgxMmYtZDEwNTE2NDljNThlXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.2,Camp Rock,32K
"An unknowing Sudou Kaname is invited to try out a new mysterious mobile app game called Darwin's Game, but later realizes that he's in for more than he's bargained for when he finds out that there's no way to quit the game.","https://m.media-amazon.com/images/M/MV5BNzdhOGUwNjEtNTQyMi00MjkxLThkNDMtYjZiZmVkYWI2NDllXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.3,Darwin's Game,1.7K
The magical action-adventures of a teenage girl who learns of her destiny as the legendary warrior Sailor Moon and must band together with the other Sailor Scouts to defend the Earth and Galaxy.,"https://m.media-amazon.com/images/M/MV5BZDI4MmMyMjgtNjgxMi00NDU4LTliOGUtMzgxNDE3ZmIxM2NkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,6,190,281_.jpg",7.6,Sailor Moon,12K
Barbie goes to New York to attend a summer Performing Arts program. There she meets another Barbie Roberts. Despite their quick friendship the two have to compete for the Spotlight Solo in Times Square.,"https://m.media-amazon.com/images/M/MV5BZGM5MzBkMDYtZDBmOC00MmFlLTljYjItZGMzOTNmMzYwYTE0XkEyXkFqcGdeQXVyMDQwNzMzMQ@@._V1_QL75_UY281_CR18,0,190,281_.jpg",7.1,"Barbie: Big City, Big Dreams",102
The story of a young deer growing up in the forest.,"https://m.media-amazon.com/images/M/MV5BY2JhMTJmYjYtNTVkYi00OWE3LWJlMjEtOWI4MTFkMjJhMmQ3XkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_QL75_UX190_CR0,3,190,281_.jpg",7.3,Bambi,136K
"To protect her from a sea witch, Ariel's daughter is not allowed in the ocean; but when she becomes 12, she runs away to an adventure under the sea.","https://m.media-amazon.com/images/M/MV5BYjMwNTkwYzktMWEzZC00MmQ5LWE5YjQtZWExY2ZjODExNDgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg",5.6,The Little Mermaid II: Return to the Sea,19K
"Comic tales of a group of good friends, four boys and two girls, during breaks in primary school, as they grow up, relate to each other, and have brushes with authority.","https://m.media-amazon.com/images/M/MV5BMThkNmIxNzAtM2Q3OC00ZjIxLWE1MjMtZjQxODRhZjU5ZTFkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.8,Recess,24K
"Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.","https://m.media-amazon.com/images/M/MV5BNDI3MDljMTQtYzBiYS00NDk2LTlhYzUtYmM0NWIyMmZkMDZkXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.0,The Lego Ninjago Movie,24K
"A young boy sells his soul to a demon in order to avenge his family's death and successfully lead their influential toy manufacturing company. The demon takes the form of a loyal butler who's always dressed in black and is required to protect, serve and arrive whenever summoned by his young master Ciel.","https://m.media-amazon.com/images/M/MV5BNzE3MmQ4ZjEtYmQxNC00MWJmLWJkMGItYWQwNTk2ZmJlZTgxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.7,Black Butler,7.4K
The misadventures of a futuristic family.,"https://m.media-amazon.com/images/M/MV5BYmIwY2I1ZGEtYzI3Mi00OTYwLWJkZjktNDQxMDlhMzM3MmU2XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,The Jetsons,20K
The quirky adventures of a 12-year-old girl trying to get through life with her family and friends.,"https://m.media-amazon.com/images/M/MV5BZTdlYjNmNGUtOWYxNS00YjhmLWEzNGItODQ0ODgwYTE2ZDFlXkEyXkFqcGdeQXVyOTcxNzgwMzU@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.1,Pepper Ann,3.4K
"About an antisocial high school student named Hikigaya Hachiman with a distorted view on life and no friends or girlfriend. His life change when he was forced to enter the ""Volunteer Service Club"" by his teacher.","https://m.media-amazon.com/images/M/MV5BYzRkMWFkNGMtMzQ0Zi00MWQ2LTk1MjgtODJkZjY3NTQyYTQzXkEyXkFqcGdeQXVyNTIxNDgzOTg@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.9,Yahari ore no seishun rabukome wa machigatteiru.,5.3K
"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.","https://m.media-amazon.com/images/M/MV5BMDUzMTliZDYtMmRjZS00Zjk3LWIwZjEtZjc4N2NjYjdmY2FjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_QL75_UX190_CR0,4,190,281_.jpg",7.2,The Great Mouse Detective,47K
"An animated adventure in which the free-spirited UglyDolls confront what it means to be different, struggle with a desire to be loved, and ultimately discover who you truly are is what matters most.","https://m.media-amazon.com/images/M/MV5BMTc0NjE2ODM2OV5BMl5BanBnXkFtZTgwMjQyNDUzNzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.1,UglyDolls,6.4K
The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.,"https://m.media-amazon.com/images/M/MV5BMTIyMzE1ODI3NF5BMl5BanBnXkFtZTYwMDE3NDc2._V1_QL75_UY281_CR1,0,190,281_.jpg",6.7,Sinbad: Legend of the Seven Seas,52K
"Tommy, Chuckie, and the Rugrats crew return for all-new adventures.","https://m.media-amazon.com/images/M/MV5BZDA3ZjVkMGMtOWUyZi00NDU1LTk4MzMtMGIzZjgyODhiNzc3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,2,190,281_.jpg",4.3,Rugrats,500
The continuing adventures of the staff of the ghost removal service.,"https://m.media-amazon.com/images/M/MV5BZmI5NTEzODEtZGIyMi00ZWUxLTk2NGYtMTUyMmRjNzMxZjI5XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.6,The Real Ghost Busters,9.3K
"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy. A parody with a twist.","https://m.media-amazon.com/images/M/MV5BMTcyZGRmNTUtM2Q5ZC00NzYzLTk1MjktNDYyYTUzNDBhMTkwXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.4,Red Shoes and the Seven Dwarfs,3.7K
"He came from Africa and fought alongside a mighty feudal lord in brutal 16th century Japan. They called him the Black Samurai, and he became a legend.","https://m.media-amazon.com/images/M/MV5BZjI2OGIwNWMtNDdmZS00NzgyLTkwOTctNGRmNmUyNGY3NjNiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg",6.2,Yasuke,4.2K
A homebody hobbit in Middle Earth gets talked into joining a quest with a group of dwarves to recover their treasure from a dragon.,"https://m.media-amazon.com/images/M/MV5BNmNjZjEyZTgtM2M4Mi00OTQwLTliMTctYjNhOGNkNmFjZDM4XkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_QL75_UX190_CR0,30,190,281_.jpg",6.8,The Hobbit,13K
"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.","https://m.media-amazon.com/images/M/MV5BMTgwOTk1NjQ0NV5BMl5BanBnXkFtZTcwNTk4MDI3NQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",3.5,Spy Kids 4: All the Time in the World,24K
"After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.","https://m.media-amazon.com/images/M/MV5BZmRiNWVmZDctM2Q2Ny00NzMwLTkwYTItMmU0ZmE5MDUwNTBiL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.1,Gantz: O,14K
"Fun-loving pug puppies, brothers Bingo and Rolly, have thrill-seeking appetites that take them on exhilarating adventures in their neighborhood and around the globe.","https://m.media-amazon.com/images/M/MV5BZTE0N2JiNmEtYTdhYS00ZDQ3LTlkNzEtYWUxZGY0YTFkZjlmXkEyXkFqcGdeQXVyMTgxMjYxOQ@@._V1_QL75_UY281_CR14,0,190,281_.jpg",6.9,Puppy Dog Pals,940
