description,poster,rating,title,votes
"Vanda, an evil alien witch, is earth's greatest enemy. The only one to oppose her and her minions is Sport Billy, a boy who has a magic bag from which he can get whatever sports equipment he wishes. With the help of his friends Lilly and Willy and a spaceship that is also a time machine, he travels wherever and whenever he is needed to stop Vanda.","https://m.media-amazon.com/images/M/MV5BZWNlYTc5ZDUtMTRhMi00MDM2LTg5NmYtMmM2ZTFkY2VjNjg4XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_QL75_UY281_CR49,0,190,281_.jpg",7.0,Sport Billy,425
"A young girl by the name of Nubbin (played by Elizabeth Daily), is eager to go to school and learn. Nubbin wakes up one morning and happens into a world of talking animals, vegetables, and letters, known as Tucked Away. She quickly learns that this hidden place is a vacationing treasure for all LETTERS from all over the world. Nubbin then decides to spend each day sea...","https://m.media-amazon.com/images/M/MV5BZjdlNGNhYWUtOWFmNy00ZTE1LWJkNTktYzBmYzUzMDJmNDMwXkEyXkFqcGdeQXVyMjQwNjE4NTQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",8.0,Nubbin & Friends,11
"Hayato's peaceful life with his parents and his dog is brought to a dramatic, terrible end when a giant robot, said to be sent from a flying ghost ship, devastates the city, killing hundreds including Hayato's parents. Shortly before his death, Hayato's father reveals that he is not really their son. Hayato is now alone, struggling in this strange new world left after...","https://m.media-amazon.com/images/M/MV5BNjNkODA4ZTUtZDY0Zi00Y2NhLWI1N2UtYzcyNTRmMTE4OWU3XkEyXkFqcGdeQXVyMjAxMTI4Njc@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.9,Sora tobu yûreisen,583
"The sixth generation of Digimon follows a boy and his friends, who have the ability to fuse Digimon together to fight off the evil plaguing our world and the Digimon World.","https://m.media-amazon.com/images/M/MV5BZjFjOGFjMmMtYWMzYS00YThhLWIwYmItYTU0NDRiNTA5OTE4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.3,Dejimon Kurosu Wôzu,245
A cold war between two lands over a ridiculous dispute leads to a perilous arms race.,"https://m.media-amazon.com/images/M/MV5BMTc2Nzg3NTYyMV5BMl5BanBnXkFtZTYwNTYwMTA5._V1_QL75_UX190_CR0,2,190,281_.jpg",7.6,The Butter Battle Book,446
"Heat Guy J chronicles the adventures of a Special Services officer named Daisuke Aurora (nicknamed ""Dice"") and his android partner known as ""J"". They live and work in the metropolis of Judoh. Dice had a strong sense of justice and his android partner has human qualities that make them a good match for fighting crime in the city.","https://m.media-amazon.com/images/M/MV5BOTYyYWZiZmQtY2M2Zi00NDVlLWE5MjktMzQzMjFkZmFmZWU0XkEyXkFqcGdeQXVyMjMxMDM2NjY@._V1_QL75_UY281_CR17,0,190,281_.jpg",7.3,Heat Guy J,267
A series of dark and troubling events forces Bill to reckon with the meaning of his life - or lack thereof.,"https://m.media-amazon.com/images/M/MV5BMWFmNDZjNWEtYTVhYy00NjdmLWFiNzAtODczNzg5ODIyN2MxXkEyXkFqcGdeQXVyNjU2OTg3MDU@._V1_QL75_UY281_CR13,0,190,281_.jpg",8.1,Everything Will Be Ok,2.7K
Demons and man lived together in harmony until a band of rogue demonic forces seek to resurrect a diabolical monster and a dark spiritual power covered the land. Demons no longer see mankind as friend but as food. A group of unlikely allies unite and fight to bring harmony to this dangerous land.,"https://m.media-amazon.com/images/M/MV5BMDY2NTI0ZmUtNWU1Yy00YWNlLWEzN2YtYTUzMTlkMTIzOTcxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg",7.4,Gensomaden Saiyuki,218
"A mysterious nomad traverses a western wasteland-but a price on his head sends him on the run from captors and bounty hunters, who all want to score big when they bring in the world's last magical being.","https://m.media-amazon.com/images/M/MV5BNGIyMTk3ZmUtZWU3OC00ZjhkLTg4ZjgtNTIwYzcyNjZhZDAwXkEyXkFqcGdeQXVyNjU1NjQwNDk@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.5,Nomad of Nowhere,315
"Like a lot of seven-year-old girls, Claire dreams of being in a faraway land. One day she is looking after her little sister Caitlin when the two sisters find a secret door under the stairs. Inside, Claire and Caitlin find an enchanted trunk, a magical locket and an invitation that whisks them away to a magical kingdom. There they meet a young boy named Antony, the so...","https://m.media-amazon.com/images/M/MV5BMTU4NzQ0MDc1OF5BMl5BanBnXkFtZTcwMzI0OTQ1MQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.1,The Princess Castle,64
Porky and his family are the target of a monster who wants their inheritance.,"https://m.media-amazon.com/images/M/MV5BYTAwNDcxZGMtMzJlOC00YWVjLWJjOWMtZjA4YjQ5MzAzNjdjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,10,190,281_.jpg",7.2,The Case of the Stuttering Pig,446
"""Gonna Be The Twin-Tails!!"" is about Mitsuka Souji, a boy who's in love with twin tails. He is soon approached by Twoearle, who grants him the power to defeat the Ultimaguil with his love for twin tails. Him and his two other friends, Erina and Aika, will help Twoearle defeat the Ultimaguil and their leader, while love unfolds between the characters.","https://m.media-amazon.com/images/M/MV5BNDEzMGVjZjEtMDE3Zi00NTQzLWIwNDAtOWRmZDI5ZmI4YjkzXkEyXkFqcGdeQXVyNjc5NTI1NzQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.4,"Ore, Twintails ni Narimasu",124
The adventures of a group of really gross kids.,"https://m.media-amazon.com/images/M/MV5BMTYzNjExMDI0NF5BMl5BanBnXkFtZTcwNjEwNzA0MQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",3.5,Garbage Pail Kids,240
"A French explorer sent by King Louis XIV accidentally veers off his intended path into the cold Canadian Arctic and crashes into an iceberg, cryogenically freezing him. 300 years later, he is awoken by a local Inuit teenager and his husky dog, and settles into a new life in the Yukon Territory.","https://m.media-amazon.com/images/M/MV5BNDlmMjJkMjAtODc3OS00NjhhLTgyOTktNzFmYTZkN2FlNjkzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.8,Yvon of the Yukon,485
The story of Jesus' birth and the journey of the 3 wise men who brought him gifts.,"https://m.media-amazon.com/images/M/MV5BMTkxMDIyNjkyNl5BMl5BanBnXkFtZTcwODc2NjgzMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.4,Los reyes magos,357
"In the year 2067, the Tactical Sound Unit, ""Walküre, "" and the Valkyrie fighter team ""Delta Flight, "" join together to combat a disease that threatens the galaxy, the Var Syndrome.","https://m.media-amazon.com/images/M/MV5BNDFhNWM2OWYtNjc5Zi00ZWNiLTg3MGItNDRlM2Q0NGJlMTcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzExMjY3NTc@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.9,Macross Delta,148
"The DigiDestined have a good time in a theme park without Joe because he wants to study for his exams, while another infected Digimon, Ogremon, attacks Odaiba. Would Joe accept his responsibilities as a DigiDestined before it's too late?","https://m.media-amazon.com/images/M/MV5BMWQ4Y2VkNTUtOGIyZi00MDE1LWFmNTQtYzk0NGMzZGNlZTE2XkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.5,Digimon Adventure tri. 2: Ketsui,1.1K
"PopPixie follows the wacky, gag-filled adventures of pixies who live in a miniature metropolis called Pixieville.","https://m.media-amazon.com/images/M/MV5BMDY4NjYwMTMtZjNlYS00Yzg2LTkyYmUtY2UxZTY1ZjdkMTA4XkEyXkFqcGdeQXVyOTMwNTUwNTk@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.6,Pop Pixie,76
"Asami Onohara is a seventeen-year old high-school student with a secret which has not been revealed to anyone: She is already married. Her husband, Kyosuke Ichimaru, is a Physics teacher in the same high school as her.","https://m.media-amazon.com/images/M/MV5BOWMzZjEzMGQtNDJmMC00NGRkLThhYzItODZkYTBkZDNkN2I2XkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.4,Okusama wa joshi kousei,48
"With the Tendos, the Saotomes, Ryoga, Shampoo and Ukyo misinterpreting Tatewake Kuno's invitation to his two loves, Akane and ""The Pig Tailed Girl"", to try his new yacht, a whole new episode of chaos begins in the already unstable lives of the Saotome/Tendo clan. A mysterious shadow kidnaps first Akane's sister Kasumi, then continues on until all the girls disappear. ...","https://m.media-amazon.com/images/M/MV5BZTEwMTY4YmItYWY5Mi00YjcxLTgxNzYtODQ3NWJhZDA1ZTM1XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.3,Ranma ½: Kessen Tôgenkyô! Hanayome o torimodose!!,870
"With her parents away for the summer, fun-loving, young Princess Alise must spend her time with Queen Uberta, training to be the perfect, proper royal...But what she really wants is to become a swashbuckling pirate! Princess Alise sets sail with Lord Rogers, Jean-Bob the frog and Speed the turtle on a bold, high seas journey filled with amazing adventure, danger and d...","https://m.media-amazon.com/images/M/MV5BZmRkNmQzNDItMGI5Yi00ZDYyLWFkZjctZDI1NGI2NjE2MTk0XkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_QL75_UY281_CR4,0,190,281_.jpg",4.0,"The Swan Princess: Princess Tomorrow, Pirate Today!",556
"Tom plays championship tennis against a cigar-smoking bully, but both cats find themselves battling Tom's much-abused lackey, Jerry Mouse, for the trophy.","https://m.media-amazon.com/images/M/MV5BNGRhYmQ4OGQtNzVlYy00ODU1LTk1M2MtMjc0NmMwZjljZDg5XkEyXkFqcGdeQXVyNjUwMjc4MjE@._V1_QL75_UX190_CR0,5,190,281_.jpg",7.6,Tennis Chumps,793
"Noah and his family along with a zoo full of animals take an adventure aboard an orange slice ark. After 40 days and nights of rain, everyone's faith has been tested, and they're ready to jump ship. Will they chart a new course, or will they remember to trust God's promises? Grab your umbrellas and find out in this VeggieTales re-telling of the beloved Bible story!","https://m.media-amazon.com/images/M/MV5BMTQ2MDk3NDUyMV5BMl5BanBnXkFtZTgwOTY5NDQzNjE@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.8,VeggieTales: Noah's Ark,85
"With the parent day festival going on in Nearburg, CatDog feels a little left out, so Dog talks Cat into going on a parent hunt to find their parents.","https://m.media-amazon.com/images/M/MV5BYWIxMzI3ZTQtZjZlMy00MzUyLTgwOTktMzljMGI2MzM5MjczXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",6.3,CatDog: The Great Parent Mystery,211
An animated parody of Hollywood from the mind and mouth of Robert Evans.,"https://m.media-amazon.com/images/M/MV5BMTc4NzM2MjQ0Ml5BMl5BanBnXkFtZTcwMjczMTQyMQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg",7.9,Kid Notorious,368
"Four teenagers use a machine to teleport to another universe named Korton where they become legendary Tenkai Knights. They battle villains, dragons, and monsters with weapons like swords, bows and arrows, and numchucks.","https://m.media-amazon.com/images/M/MV5BNzkxNmUzMmUtMWQzOC00MTkzLWE4MjgtOGYwMjk2NTcyZDJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.7,Tenkai Knights,87
"Three orphaned siblings in Chinatown attempt to locate missing recipes with mystical powers, all while doubling as Chinese food delivery couriers.","https://m.media-amazon.com/images/M/MV5BMjY4YTVmMTAtNzk1MS00ZWE2LWEwYmQtZjM0Zjg2MzMxYzE3XkEyXkFqcGdeQXVyMjAxODI1Nzk@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,Three Delivery,93
"Show is an animated tracing of the eight stages of life, from infancy to old age, as they have been described in the works of psychoanalyst Erik H. Erikson.","https://m.media-amazon.com/images/M/MV5BMTI1Mjk1MzMwMl5BMl5BanBnXkFtZTcwODExNDcxMQ@@._V1_QL75_UY281_CR10,0,190,281_.jpg",5.6,Everybody Rides the Carousel,259
Twenty-one minute long sports-themed shorts made to coincide with the London 2012 Olympics celebrations.,"https://m.media-amazon.com/images/M/MV5BMTU1MGRiYmYtMTc0MS00NDFjLTkzMGYtN2RiNzA0ZWY0YjFmXkEyXkFqcGdeQXVyNjMxNDE2ODU@._V1_QL75_UY281_CR46,0,190,281_.jpg",7.6,Shaun the Sheep Championsheeps,86
An 8 year old boy named Warren accidentally gets mixed up in a magic spell and turns into a monster every time he sneezes.,"https://m.media-amazon.com/images/M/MV5BMTFmM2I4ODctOTA2Ny00ZWM1LWE1MzQtMjA2ZDRlZDAzY2E2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.4,Monster by Mistake,178
"Snoopy assumes the alter ego of insanely hot and charismatic dance machine Flashbeagle. Meanwhile, Sally pines for Linus and Lucy bosses everyone around.","https://m.media-amazon.com/images/M/MV5BMjE1ODc4OGMtNmRlMS00ZGU0LTlmZjAtYmMyMDYzYWU4ZTg1XkEyXkFqcGdeQXVyODUyMjAzMDc@._V1_QL75_UX190_CR0,21,190,281_.jpg",7.0,"It's Flashbeagle, Charlie Brown",669
"Layton and Luke are caught up in an adventure, when a masked figure steals an entire opera house and forces those in attendance to play a high-stakes game. The winner will receive eternal life, but it could mean death for the losers.","https://m.media-amazon.com/images/M/MV5BNGEwY2I1ODgtYjIxMS00ZGExLWJjYmItYzU3NmUwZDllOWE0XkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UY281_CR16,0,190,281_.jpg",6.7,Eiga Reiton-kyôju to eien no utahime,1.4K
"Norm is the charismatic caretaker of Plywood Forest. The son of Mother Nature, Norm uses fix-it skills and magic to keep the peace and help his quirky animal friends with their hilarious mishaps. Born with a song in his heart, he is prone to bursting into Broadway-inspired tunes to convey his message. Norm spends his days helping friends like Bob the worrywart porcupi...","https://m.media-amazon.com/images/M/MV5BNTk5MzkzZTktYWRmZi00NmQ3LWIxMTQtY2M2Zjg0MTYxYjQ0XkEyXkFqcGdeQXVyMTA3MDM5NDI4._V1_QL75_UY281_CR155,0,190,281_.jpg",6.9,Norman Picklestripes,24
A magical fairy and her friends go on magical and wild adventures while avoiding being seen by 'persons'.,"https://m.media-amazon.com/images/M/MV5BMjAyODY4MTU2MV5BMl5BanBnXkFtZTcwMjAxNTU2NA@@._V1_QL75_UX190_CR0,8,190,281_.jpg",5.0,Pearlie,243
"Extreme Football is an urban spin off of traditional five-a-side incorporating elements of free running and acrobatics. Created by and for children, as soon as Samy discovers it he is determined to captain a team. He sets about recruiting his closest friend Greg and Mediterranean girl Ines as defenders, quick-witted Luna as the star striker and hyperactive Joey as goa...","https://m.media-amazon.com/images/M/MV5BMzBjOTY3MDgtMjlkNC00MzcxLTg0NWQtMGZkNjFlZjI2MjhjXkEyXkFqcGdeQXVyNjIyMjQ5NDk@._V1_QL75_UY281_CR155,0,190,281_.jpg",7.8,Extreme Football,20
A teen stunt car team secretly fights crime with the help of their artificially intelligent cars.,"https://m.media-amazon.com/images/M/MV5BZDg0YzhlMWMtNGE3OS00N2MxLWFkZjYtZTA5NGZkZDliZWRmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR8,0,190,281_.jpg",6.6,Pole Position,291
"A fire dragon that can't fly, his gourmet dragon friend and a fearless porcupine set out on an incredible adventure to save Dragon Island against all odds.","https://m.media-amazon.com/images/M/MV5BMTYzODc1MjUyNF5BMl5BanBnXkFtZTgwMjg1NDc4NTE@._V1_QL75_UY281_CR11,0,190,281_.jpg",4.6,Der kleine Drache Kokosnuss,192
"A Disney show about a timid and imaginative bespectacled eight-year-old boy who, when asleep, must face his daily worries and fears through his strange and often funny nightmares.","https://m.media-amazon.com/images/M/MV5BMmRlMzY0M2YtNGRmYy00OThkLTljNjktMGQ4YTA3MTY1MjA4XkEyXkFqcGdeQXVyMTAwODM2MDQx._V1_QL75_UY281_CR6,0,190,281_.jpg",8.0,Nightmare Ned,103
An energetic dog and a laid-back cat teach pre-schoolers vocabulary in both English and Spanish in Season 1 of this fun animated series.,"https://m.media-amazon.com/images/M/MV5BOWY5ODE3YjYtMzI3Yy00OTVjLThiZDItYWRlN2U0OTc4NjA3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg",8.3,El perro y el gato,37
"The stand-alone pilot OVA which was shown as part of the ""Jump Super Anime Tour"" of 1998.","https://m.media-amazon.com/images/M/MV5BNzc3MmMxOGQtY2VjNC00ZDQ1LWExOGUtMzIyNmU4NTBkZDRhXkEyXkFqcGdeQXVyMTI1Mjk5ODM5._V1_QL75_UX190_CR0,2,190,281_.jpg",8.9,Hunter x Hunter Pilot,61
Bugs Bunny and his friends face With Hazel and other scary characters on All Hallows Eve.,"https://m.media-amazon.com/images/M/MV5BMTcyNTkwNDcyNV5BMl5BanBnXkFtZTcwMzA5MjAzMQ@@._V1_QL75_UX190_CR0,35,190,281_.jpg",7.1,Bugs Bunny's Howl-oween Special,278
A bunch of pond animals live and deal with there daily lives Also god It's not very good,"https://m.media-amazon.com/images/M/MV5BMzRkMjVkMzctMmYzNS00YzlmLTg1NTEtZDgwMWFjNjFjZmE2XkEyXkFqcGdeQXVyODIxNjk4NzQ@._V1_QL75_UX190_CR0,31,190,281_.jpg",3.9,Gaither's Pond,85
A collection of Aboriginal creation myths from the creators of the multiple-award-winning Raven Tales television series.,"https://m.media-amazon.com/images/M/MV5BY2RhYjNhN2UtZDU5ZC00M2YyLWI5YzctMzUyMjU1MjUyZjQ0XkEyXkFqcGdeQXVyMTA4ODY5ODY@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.2,"Tales of the First People, Vol I: Spirit Tales",14
Milly and Molly are best friends of ethnically diverse backgrounds who live in a small unnamed town in the countryside. Each day the girls and all their friends experience new adventures that teach them valuable life-lessons.,"https://m.media-amazon.com/images/M/MV5BOGNkMWQzZjYtYzliZi00ZDRlLTkxNmYtYzQ3ZWJlNjYxNDc1XkEyXkFqcGdeQXVyMjg3NzM3ODY@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.5,"Milly, Molly",55
The first video compilation of four episodes of Kim Possible.,"https://m.media-amazon.com/images/M/MV5BMTU2MzMxNzk1OV5BMl5BanBnXkFtZTcwODQ3NzQyMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.4,Kim Possible: The Secret Files,890
"The Thornberrys are preparing for Donald ""Donnie"" Michael Thornberry's (Flea's) ""birthday"" party in Borneo (they don't know his real birthday, but celebrate the day they found him) when one crisis after another happens. Grandma Sophie (Betty White) decides to visit the same day Nigel (Tim Curry) and Marianne (Jodi Carlisle) must capture a wild orangutan on film or the...","https://m.media-amazon.com/images/M/MV5BY2NjZTc4YTEtYmNmNy00MzJlLTk2MTEtZmJkMzRmMDNiZmYzXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.0,The Wild Thornberrys: The Origin of Donnie,311
"When a 100 screen cineminium is built over Bugs Bunny's rabbit hole, he invades the complex to investigate but is quickly pursued when usher Elmer Fudd finds that he has no ticket.","https://m.media-amazon.com/images/M/MV5BMzUxZWFmOGQtNjY1MS00ODQ0LTg4YzQtMjAxODk5ZTdhMGU4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.7,Box-Office Bunny,385
"To save his besieged Abbey, a young mouse novice must learn of his destiny to be the successor to a great warrior.","https://m.media-amazon.com/images/M/MV5BMTUyMzM0OTg0MF5BMl5BanBnXkFtZTcwOTEwODIzMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.1,Redwall: The Movie,239
An anime OVA based on the Street Fighter IV Video game.,"https://m.media-amazon.com/images/M/MV5BZTI1NjljZjUtZDRhZS00ODIwLWFjMTUtNDllZjAwMWEzZDE5XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR29,0,190,281_.jpg",5.4,Sutorîto faitâ IV - Aratanaru kizuna,640
